lr=0.001,epochs=50,wd=0.0005
Epoch:0,Train_loss:0.02047489173282525,Val_loss:0.019859851717057182,Acc:0.6146689057350159,lr:0.001
Epoch:1,Train_loss:0.019062242464725026,Val_loss:0.01829968816421476,Acc:0.699781060218811,lr:0.0009990143508499217
Epoch:2,Train_loss:0.018150061734459256,Val_loss:0.017439559545205513,Acc:0.7132822871208191,lr:0.0009960612933065818
Epoch:3,Train_loss:0.017356962574554515,Val_loss:0.01687599671537305,Acc:0.7338077425956726,lr:0.00099115248173898
Epoch:4,Train_loss:0.016849883618683895,Val_loss:0.017081496720874296,Acc:0.7255063056945801,lr:0.0009843072889837512
Epoch:5,Train_loss:0.01632859985197197,Val_loss:0.01639429041176159,Acc:0.7355409860610962,lr:0.0009755527298894294
Epoch:6,Train_loss:0.01601341655888805,Val_loss:0.016162502979888596,Acc:0.7530560493469238,lr:0.0009649233547011816
Epoch:7,Train_loss:0.015634638238170927,Val_loss:0.01516040017914324,Acc:0.7635468244552612,lr:0.0009524611127067769
Epoch:8,Train_loss:0.015456670079356976,Val_loss:0.014896009646830518,Acc:0.7691115140914917,lr:0.0009382151866819099
Epoch:9,Train_loss:0.015168328717197956,Val_loss:0.014947292642846983,Acc:0.7746762037277222,lr:0.0009222417987882566
Epoch:10,Train_loss:0.014942912929537077,Val_loss:0.014428355643901918,Acc:0.7856230735778809,lr:0.0009046039886902864
Epoch:11,Train_loss:0.014679290886290544,Val_loss:0.013816099191827727,Acc:0.7924649119377136,lr:0.0008853713647665069
Epoch:12,Train_loss:0.014434227513789923,Val_loss:0.015615850945302897,Acc:0.7555190920829773,lr:0.0008646198293969952
Epoch:13,Train_loss:0.01429682525294377,Val_loss:0.013994573519147676,Acc:0.7911877632141113,lr:0.0008424312794113801
Epoch:14,Train_loss:0.014022609504968312,Val_loss:0.014085667419555392,Acc:0.7856230735778809,lr:0.0008188932828794706
Epoch:15,Train_loss:0.013831293759210241,Val_loss:0.013135673544513898,Acc:0.8085203766822815,lr:0.0007940987335200906
Epoch:16,Train_loss:0.01368829035461242,Val_loss:0.013710816913311379,Acc:0.8019522428512573,lr:0.0007681454840920089
Epoch:17,Train_loss:0.013426081915111836,Val_loss:0.01315134660679153,Acc:0.8154534101486206,lr:0.0007411359602138069
Epoch:18,Train_loss:0.0132607715395707,Val_loss:0.013202304173790393,Acc:0.8093413710594177,lr:0.0007131767561367538
Epoch:19,Train_loss:0.013133305520937258,Val_loss:0.013102106981100424,Acc:0.8079730272293091,lr:0.0006843782140659967
