lr=0.03,epochs=120,wd=0.0005
Epoch:0,Train_loss:0.04160962401866913,Val_loss:0.03785555183887482,Acc:0.11409999430179596,lr:0.03
Epoch:1,Train_loss:0.03705979388237,Val_loss:0.035300219345092775,Acc:0.15940000116825104,lr:0.029994860045970868
Epoch:2,Train_loss:0.034684018864631655,Val_loss:0.033051336789131164,Acc:0.19820000231266022,lr:0.02997944370655123
Epoch:3,Train_loss:0.03265559720993042,Val_loss:0.03102562029361725,Acc:0.23409999907016754,lr:0.029953761547330055
Epoch:4,Train_loss:0.030970812516212462,Val_loss:0.028894186425209044,Acc:0.2719999849796295,lr:0.029917831169576414
Epoch:5,Train_loss:0.029246775097846983,Val_loss:0.026912978196144105,Acc:0.3025999963283539,lr:0.02987167719817647
Epoch:6,Train_loss:0.02762398512363434,Val_loss:0.02525871425867081,Acc:0.3391999900341034,lr:0.02981533126475677
Epoch:7,Train_loss:0.026174333553314208,Val_loss:0.023529398429393767,Acc:0.37359997630119324,lr:0.029748831986005538
Epoch:8,Train_loss:0.02499438642501831,Val_loss:0.02244277274608612,Acc:0.3977999985218048,lr:0.029672224937206716
Epoch:9,Train_loss:0.02411450367450714,Val_loss:0.022658448362350463,Acc:0.396699994802475,lr:0.029585562621004945
Epoch:10,Train_loss:0.023266710336208342,Val_loss:0.02193513171672821,Acc:0.41189998388290405,lr:0.029488904431422873
Epoch:11,Train_loss:0.022523359694480896,Val_loss:0.0213497190952301,Acc:0.4205999970436096,lr:0.029382316613155456
Epoch:12,Train_loss:0.021980488135814668,Val_loss:0.021007759833335877,Acc:0.4416999816894531,lr:0.02926587221616915
Epoch:13,Train_loss:0.021316741755008698,Val_loss:0.020840565872192383,Acc:0.4359999895095825,lr:0.029139651045637125
Epoch:14,Train_loss:0.020966768770217897,Val_loss:0.019335539138317107,Acc:0.4713999927043915,lr:0.02900373960724477
Epoch:15,Train_loss:0.02049400332927704,Val_loss:0.019035124433040618,Acc:0.47849997878074646,lr:0.028858231047903037
Epoch:16,Train_loss:0.020092387063503265,Val_loss:0.018672902143001557,Acc:0.482699990272522,lr:0.028703225091910183
Epoch:17,Train_loss:0.01971955548763275,Val_loss:0.018914789724349977,Acc:0.48330000042915344,lr:0.028538827972605728
Epoch:18,Train_loss:0.019384060728549958,Val_loss:0.018115572941303254,Acc:0.49889999628067017,lr:0.028365152359563415
Epoch:19,Train_loss:0.01912202433824539,Val_loss:0.018700866401195525,Acc:0.48510000109672546,lr:0.028182317281373142
Epoch:20,Train_loss:0.018890979397296906,Val_loss:0.018653721952438355,Acc:0.49539998173713684,lr:0.027990448044064684
Epoch:21,Train_loss:0.018633613917827606,Val_loss:0.018182209634780885,Acc:0.4968999922275543,lr:0.0277896761452292
Epoch:22,Train_loss:0.01837413003921509,Val_loss:0.019142890346050264,Acc:0.47769999504089355,lr:0.027580139183897383
Epoch:23,Train_loss:0.018225625557899475,Val_loss:0.01738054840564728,Acc:0.5216000080108643,lr:0.02736198076623592
Epoch:24,Train_loss:0.01799849639415741,Val_loss:0.017913531935214996,Acc:0.5135999917984009,lr:0.027135350407127022
Epoch:25,Train_loss:0.017688665165901184,Val_loss:0.01696097103357315,Acc:0.5318999886512756,lr:0.02690040342769838
Epoch:26,Train_loss:0.01752589616060257,Val_loss:0.01671098612546921,Acc:0.536300003528595,lr:0.026657300848873834
Epoch:27,Train_loss:0.017453050320148468,Val_loss:0.018768767499923705,Acc:0.4949999749660492,lr:0.026406209281017664
Epoch:28,Train_loss:0.017219568133354186,Val_loss:0.016867801904678344,Acc:0.5317000150680542,lr:0.026147300809748173
Epoch:29,Train_loss:0.01713260860443115,Val_loss:0.017224736964702607,Acc:0.5288000106811523,lr:0.025880752877998806
Epoch:30,Train_loss:0.016927055196762086,Val_loss:0.017368434059619905,Acc:0.5177000164985657,lr:0.025606748164407618
Epoch:31,Train_loss:0.01669167223930359,Val_loss:0.01770208888053894,Acc:0.5177000164985657,lr:0.02532547445811846
Epoch:32,Train_loss:0.016572476677894594,Val_loss:0.016005675446987153,Acc:0.5552999973297119,lr:0.025037124530079693
Epoch:33,Train_loss:0.016407664196491242,Val_loss:0.01694761190414429,Acc:0.5315999984741211,lr:0.02474189600092859
Epoch:34,Train_loss:0.01629313393354416,Val_loss:0.016557861244678496,Acc:0.5446999669075012,lr:0.02443999120555204
Epoch:35,Train_loss:0.016000960144996645,Val_loss:0.016479468619823457,Acc:0.5468999743461609,lr:0.024131617054416306
Epoch:36,Train_loss:0.016191625385284424,Val_loss:0.016142999732494355,Acc:0.5568999648094177,lr:0.023816984891760953
Epoch:37,Train_loss:0.015788321673870086,Val_loss:0.01585097051858902,Acc:0.5590000152587891,lr:0.023496310350754033
Epoch:38,Train_loss:0.015690364496707916,Val_loss:0.01689654651880264,Acc:0.5349000096321106,lr:0.023169813205707903
Epoch:39,Train_loss:0.01555261468410492,Val_loss:0.016491283559799196,Acc:0.555899977684021,lr:0.022837717221456878
Epoch:40,Train_loss:0.015469266605377197,Val_loss:0.016351057398319244,Acc:0.5543000102043152,lr:0.022500250000000003
Epoch:41,Train_loss:0.015290543255805969,Val_loss:0.0162203968167305,Acc:0.5543999671936035,lr:0.022157642824514
