lr=0.1,epochs=120,wd=0.0005
Epoch:0,Train_loss:0.0262624729013443,Val_loss:0.026284811329841614,Acc:0.06960000097751617,lr:0.1
Epoch:1,Train_loss:0.023931508321762086,Val_loss:0.023376867866516115,Acc:0.12079999595880508,lr:0.09998286642011538
Epoch:2,Train_loss:0.0225551877450943,Val_loss:0.022220408630371093,Acc:0.15719999372959137,lr:0.09993147742296132
Epoch:3,Train_loss:0.021410454549789428,Val_loss:0.021177405953407287,Acc:0.186599999666214,lr:0.09984586822798955
Epoch:4,Train_loss:0.020173524808883667,Val_loss:0.02047762608528137,Acc:0.20729999244213104,lr:0.09972609750746599
Epoch:5,Train_loss:0.01899429769039154,Val_loss:0.018516973066329954,Acc:0.25119999051094055,lr:0.09957224734625984
Epoch:6,Train_loss:0.018085883474349976,Val_loss:0.019324364161491393,Acc:0.25130000710487366,lr:0.0993844231855866
Epoch:7,Train_loss:0.017331702580451965,Val_loss:0.017722501707077027,Acc:0.2919999957084656,lr:0.09916275375074396
Epoch:8,Train_loss:0.016659643182754518,Val_loss:0.01680878882408142,Acc:0.3132999837398529,lr:0.09890739096288992
Epoch:9,Train_loss:0.016100645084381103,Val_loss:0.01921598279476166,Acc:0.2784999907016754,lr:0.09861850983492362
Epoch:10,Train_loss:0.015694032678604124,Val_loss:0.017751184010505676,Acc:0.30949997901916504,lr:0.09829630835154025
Epoch:11,Train_loss:0.015392501430511475,Val_loss:0.020441592597961425,Acc:0.2680000066757202,lr:0.0979410073335422
Epoch:12,Train_loss:0.015073134970664977,Val_loss:0.015063954782485962,Acc:0.36969998478889465,lr:0.09755285028649952
Epoch:13,Train_loss:0.01472904414653778,Val_loss:0.01890942153930664,Acc:0.2827000021934509,lr:0.09713210323386336
Epoch:14,Train_loss:0.014464768061637878,Val_loss:0.015596516036987305,Acc:0.36569997668266296,lr:0.09667905453464681
Epoch:15,Train_loss:0.014257346353530884,Val_loss:0.015834269285202027,Acc:0.35349997878074646,lr:0.09619401468579807
