lr=0.1,epochs=120,wd=0.0005
Epoch:0,Train_loss:0.027483688249588013,Val_loss:0.029659189128875732,Acc:0.028999999165534973,lr:0.1
Epoch:1,Train_loss:0.026416962566375733,Val_loss:0.026106052374839782,Acc:0.05119999870657921,lr:0.09998286642011538
Epoch:2,Train_loss:0.02585503309249878,Val_loss:0.02567337338924408,Acc:0.05049999803304672,lr:0.09993147742296132
Epoch:3,Train_loss:0.02551255630970001,Val_loss:0.024963263726234437,Acc:0.07209999859333038,lr:0.09984586822798955
Epoch:4,Train_loss:0.025098756489753724,Val_loss:0.025096422934532167,Acc:0.06300000101327896,lr:0.09972609750746599
Epoch:5,Train_loss:0.02475265097618103,Val_loss:0.02456529417037964,Acc:0.08089999854564667,lr:0.09957224734625984
Epoch:6,Train_loss:0.024610603442192076,Val_loss:0.024348981618881226,Acc:0.08020000159740448,lr:0.0993844231855866
Epoch:7,Train_loss:0.02436228460788727,Val_loss:0.02473180146217346,Acc:0.07400000095367432,lr:0.09916275375074396
Epoch:8,Train_loss:0.024216278681755066,Val_loss:0.024351955032348632,Acc:0.07999999821186066,lr:0.09890739096288992
Epoch:9,Train_loss:0.024088634123802185,Val_loss:0.025224974870681764,Acc:0.06579999625682831,lr:0.09861850983492362
Epoch:10,Train_loss:0.023935531930923463,Val_loss:0.024745209908485413,Acc:0.0762999951839447,lr:0.09829630835154025
Epoch:11,Train_loss:0.023819694032669068,Val_loss:0.024629646921157836,Acc:0.08379999548196793,lr:0.0979410073335422
Epoch:12,Train_loss:0.02367064844608307,Val_loss:0.023569974184036255,Acc:0.10499999672174454,lr:0.09755285028649952
Epoch:13,Train_loss:0.02352227303981781,Val_loss:0.02405122334957123,Acc:0.10029999911785126,lr:0.09713210323386336
Epoch:14,Train_loss:0.023242149744033814,Val_loss:0.024034080052375794,Acc:0.0949999988079071,lr:0.09667905453464681
Epoch:15,Train_loss:0.022720692291259767,Val_loss:0.025545754218101503,Acc:0.08370000123977661,lr:0.09619401468579807
Epoch:16,Train_loss:0.022401221718788146,Val_loss:0.022985362005233764,Acc:0.11509999632835388,lr:0.0956773161094012
Epoch:17,Train_loss:0.022070957269668578,Val_loss:0.022893784403800965,Acc:0.12610000371932983,lr:0.09512931292485084
Epoch:18,Train_loss:0.02171961979866028,Val_loss:0.021358130049705507,Acc:0.15269999206066132,lr:0.09455038070615628
Epoch:19,Train_loss:0.021389517545700072,Val_loss:0.021814219093322755,Acc:0.14589999616146088,lr:0.09394091622454191
Epoch:20,Train_loss:0.02103988292694092,Val_loss:0.020598172402381897,Acc:0.18629999458789825,lr:0.09330133717652002
Epoch:21,Train_loss:0.020683733911514283,Val_loss:0.023239489722251892,Acc:0.12789998948574066,lr:0.0926320818976224
Epoch:22,Train_loss:0.02051125826358795,Val_loss:0.022594087290763856,Acc:0.1451999992132187,lr:0.09193360906198719
Epoch:23,Train_loss:0.02018644299030304,Val_loss:0.02053257427215576,Acc:0.17080000042915344,lr:0.09120639736800644
Epoch:24,Train_loss:0.02004248414516449,Val_loss:0.02244034345149994,Acc:0.14309999346733093,lr:0.09045094521025016
Epoch:25,Train_loss:0.019747486152648926,Val_loss:0.021251962995529176,Acc:0.17099998891353607,lr:0.08966777033789158
Epoch:26,Train_loss:0.01947749698162079,Val_loss:0.021397589230537414,Acc:0.16839998960494995,lr:0.08885740949986778
Epoch:27,Train_loss:0.01900080535411835,Val_loss:0.021416943883895874,Acc:0.17149999737739563,lr:0.08802041807701871
Epoch:28,Train_loss:0.018718369741439818,Val_loss:0.025366875410079957,Acc:0.12960000336170197,lr:0.08715736970145693
Epoch:29,Train_loss:0.01843335564136505,Val_loss:0.02158290159702301,Acc:0.171999990940094,lr:0.08626885586342883
Epoch:30,Train_loss:0.01828616772174835,Val_loss:0.020365909481048584,Acc:0.20600000023841858,lr:0.08535548550593675
Epoch:31,Train_loss:0.018063574686050417,Val_loss:0.01969820168018341,Acc:0.2134999930858612,lr:0.08441788460739981
Epoch:32,Train_loss:0.017729086422920228,Val_loss:0.0194589391708374,Acc:0.2264999896287918,lr:0.08345669575263968
Epoch:33,Train_loss:0.01754982222557068,Val_loss:0.01879285876750946,Acc:0.23899999260902405,lr:0.08247257769248498
Epoch:34,Train_loss:0.017326471767425536,Val_loss:0.01824791934490204,Acc:0.25519999861717224,lr:0.0814662048922963
Epoch:35,Train_loss:0.017183888144493103,Val_loss:0.01915828721523285,Acc:0.23749999701976776,lr:0.08043826706972149
Epoch:36,Train_loss:0.017050772352218628,Val_loss:0.02006635477542877,Acc:0.23469999432563782,lr:0.07938946872199747
Epoch:37,Train_loss:0.01686897690296173,Val_loss:0.01808839509487152,Acc:0.2556999921798706,lr:0.07832052864312314
Epoch:38,Train_loss:0.016736038579940795,Val_loss:0.021816961526870727,Acc:0.2029999941587448,lr:0.07723217943123381
Epoch:39,Train_loss:0.01648420277118683,Val_loss:0.01716832273006439,Acc:0.2927999794483185,lr:0.07612516698651504
Epoch:40,Train_loss:0.016391435317993162,Val_loss:0.017912270784378053,Acc:0.27410000562667847,lr:0.07500024999999996
Epoch:41,Train_loss:0.016249588894844055,Val_loss:0.01670745098590851,Acc:0.31039997935295105,lr:0.07385819943360027
Epoch:42,Train_loss:0.016047914547920226,Val_loss:0.017265984344482423,Acc:0.29009997844696045,lr:0.07269979799172743
Epoch:43,Train_loss:0.015973475971221923,Val_loss:0.017197221422195434,Acc:0.3089999854564667,lr:0.07152583958486633
