lr=0.1,epochs=120,wd=0.00025
Epoch:0,Train_loss:0.008648660364151002,Val_loss:0.009298182344436646,Acc:0.0925000011920929,lr:0.1
Epoch:1,Train_loss:0.00742764627456665,Val_loss:0.0082690589427948,Acc:0.16210000216960907,lr:0.09998286642011538
Epoch:2,Train_loss:0.006878967776298523,Val_loss:0.006472411441802979,Acc:0.21369999647140503,lr:0.09993147742296132
Epoch:3,Train_loss:0.006507766752243042,Val_loss:0.006077096509933472,Acc:0.25679999589920044,lr:0.09984586822798955
Epoch:4,Train_loss:0.00620016743183136,Val_loss:0.005700920677185059,Acc:0.2830999791622162,lr:0.09972609750746599
Epoch:5,Train_loss:0.005919567666053772,Val_loss:0.005457050704956055,Acc:0.3105999827384949,lr:0.09957224734625984
Epoch:6,Train_loss:0.005663462076187134,Val_loss:0.005270097160339355,Acc:0.32019999623298645,lr:0.0993844231855866
Epoch:7,Train_loss:0.0054364391994476315,Val_loss:0.004960191941261291,Acc:0.35439997911453247,lr:0.09916275375074396
Epoch:8,Train_loss:0.005252998170852661,Val_loss:0.004930257439613343,Acc:0.3643999993801117,lr:0.09890739096288992
Epoch:9,Train_loss:0.005056486620903015,Val_loss:0.00473604748249054,Acc:0.3775999844074249,lr:0.09861850983492362
Epoch:10,Train_loss:0.004877850065231323,Val_loss:0.004617575430870056,Acc:0.3928999900817871,lr:0.09829630835154025
Epoch:11,Train_loss:0.004707512760162354,Val_loss:0.00444912142753601,Acc:0.4088999927043915,lr:0.0979410073335422
Epoch:12,Train_loss:0.004584762163162231,Val_loss:0.004130121719837189,Acc:0.4447000026702881,lr:0.09755285028649952
Epoch:13,Train_loss:0.004453962011337281,Val_loss:0.004335074734687805,Acc:0.42549997568130493,lr:0.09713210323386336
Epoch:14,Train_loss:0.0043443498039245606,Val_loss:0.004023872482776642,Acc:0.45569998025894165,lr:0.09667905453464681
Epoch:15,Train_loss:0.004239139068126678,Val_loss:0.004174787223339081,Acc:0.4462999999523163,lr:0.09619401468579807
Epoch:16,Train_loss:0.004142339746952057,Val_loss:0.003935478460788727,Acc:0.4717999994754791,lr:0.0956773161094012
Epoch:17,Train_loss:0.004029598917961121,Val_loss:0.003896077907085419,Acc:0.47599998116493225,lr:0.09512931292485084
Epoch:18,Train_loss:0.00396364865064621,Val_loss:0.003707232356071472,Acc:0.49619999527931213,lr:0.09455038070615628
Epoch:19,Train_loss:0.0038836078429222106,Val_loss:0.003679726493358612,Acc:0.49399998784065247,lr:0.09394091622454191
Epoch:20,Train_loss:0.003815568208694458,Val_loss:0.0037064635038375855,Acc:0.494299978017807,lr:0.09330133717652002
Epoch:21,Train_loss:0.0037112552833557127,Val_loss:0.00372190043926239,Acc:0.4980999827384949,lr:0.0926320818976224
Epoch:22,Train_loss:0.003664335069656372,Val_loss:0.003869221770763397,Acc:0.4909999966621399,lr:0.09193360906198719
Epoch:23,Train_loss:0.0035956446719169616,Val_loss:0.003425674545764923,Acc:0.5271999835968018,lr:0.09120639736800644
Epoch:24,Train_loss:0.0035193162322044373,Val_loss:0.0034402815341949464,Acc:0.5273000001907349,lr:0.09045094521025016
Epoch:25,Train_loss:0.00347160386800766,Val_loss:0.0034985197186470033,Acc:0.5217999815940857,lr:0.08966777033789158
Epoch:26,Train_loss:0.003396719558238983,Val_loss:0.00357185822725296,Acc:0.5192999839782715,lr:0.08885740949986778
Epoch:27,Train_loss:0.003370884873867035,Val_loss:0.003405830478668213,Acc:0.5370999574661255,lr:0.08802041807701871
Epoch:28,Train_loss:0.003287367339134216,Val_loss:0.0035878615140914915,Acc:0.5231999754905701,lr:0.08715736970145693
Epoch:29,Train_loss:0.0032419077157974244,Val_loss:0.0035309666752815247,Acc:0.5288000106811523,lr:0.08626885586342883
Epoch:30,Train_loss:0.0032047403192520143,Val_loss:0.003354341983795166,Acc:0.5443999767303467,lr:0.08535548550593675
Epoch:31,Train_loss:0.0031616162204742434,Val_loss:0.003186554408073425,Acc:0.5579999685287476,lr:0.08441788460739981
Epoch:32,Train_loss:0.00307981680393219,Val_loss:0.0032759301781654358,Acc:0.5561999678611755,lr:0.08345669575263968
Epoch:33,Train_loss:0.0030733903336524963,Val_loss:0.0034278377771377565,Acc:0.5385000109672546,lr:0.08247257769248498
Epoch:34,Train_loss:0.003013765332698822,Val_loss:0.0032276198863983156,Acc:0.5550000071525574,lr:0.0814662048922963
Epoch:35,Train_loss:0.0029732766938209533,Val_loss:0.003259538745880127,Acc:0.5616999864578247,lr:0.08043826706972149
Epoch:36,Train_loss:0.002922169840335846,Val_loss:0.0031369561195373533,Acc:0.5715999603271484,lr:0.07938946872199747
Epoch:37,Train_loss:0.002870743081569672,Val_loss:0.00328206866979599,Acc:0.5629000067710876,lr:0.07832052864312314
Epoch:38,Train_loss:0.002874476776123047,Val_loss:0.003076232695579529,Acc:0.5796999931335449,lr:0.07723217943123381
Epoch:39,Train_loss:0.0028030953574180602,Val_loss:0.0034998921632766722,Acc:0.54339998960495,lr:0.07612516698651504
Epoch:40,Train_loss:0.0027789159893989563,Val_loss:0.0034709424734115603,Acc:0.5346999764442444,lr:0.07500024999999996
Epoch:41,Train_loss:0.0027492965698242187,Val_loss:0.002964841616153717,Acc:0.5916999578475952,lr:0.07385819943360027
Epoch:42,Train_loss:0.0027017726135253905,Val_loss:0.003206425380706787,Acc:0.573199987411499,lr:0.07269979799172743
Epoch:43,Train_loss:0.0026685397696495057,Val_loss:0.002984507656097412,Acc:0.5941999554634094,lr:0.07152583958486633
Epoch:44,Train_loss:0.00261985310792923,Val_loss:0.0032229783654212953,Acc:0.5670999884605408,lr:0.07033712878546845
Epoch:45,Train_loss:0.002603752591609955,Val_loss:0.0030788270711898805,Acc:0.585599958896637,lr:0.06913448027653828
Epoch:46,Train_loss:0.002546840376853943,Val_loss:0.003189606213569641,Acc:0.576200008392334,lr:0.06791871829329021
Epoch:47,Train_loss:0.0025226644611358643,Val_loss:0.00286721134185791,Acc:0.613599956035614,lr:0.06669067605825889
Epoch:48,Train_loss:0.002497975115776062,Val_loss:0.002951889669895172,Acc:0.5982999801635742,lr:0.06545119521025015
Epoch:49,Train_loss:0.002464327871799469,Val_loss:0.0030866086006164552,Acc:0.5900999903678894,lr:0.06420112522752376
