lr=0.05,epochs=200,wd=0.0005
Epoch:0,Train_loss:0.0273658264541626,Val_loss:0.02885974545478821,Acc:0.02889999933540821,lr:0.05
Epoch:1,Train_loss:0.026406032128334044,Val_loss:0.026349347925186156,Acc:0.046799998730421066,lr:0.049996915873725276
Epoch:2,Train_loss:0.02596262758255005,Val_loss:0.025841017198562622,Acc:0.04779999703168869,lr:0.04998766425586311
Epoch:3,Train_loss:0.025630846433639526,Val_loss:0.025651680445671083,Acc:0.053700000047683716,lr:0.04997224742911178
Epoch:4,Train_loss:0.02534364158630371,Val_loss:0.02512532343864441,Acc:0.06289999932050705,lr:0.04995066919734258
Epoch:5,Train_loss:0.025032637586593628,Val_loss:0.02493671064376831,Acc:0.059699997305870056,lr:0.04992293488466134
Epoch:6,Train_loss:0.02477268038749695,Val_loss:0.024631395077705384,Acc:0.0731000006198883,lr:0.0498890513340947
Epoch:7,Train_loss:0.02446300311088562,Val_loss:0.024474487614631654,Acc:0.07559999823570251,lr:0.04984902690590177
Epoch:8,Train_loss:0.024290050768852232,Val_loss:0.024274282360076904,Acc:0.08179999887943268,lr:0.04980287147551129
Epoch:9,Train_loss:0.0240004817199707,Val_loss:0.025887187600135805,Acc:0.06729999929666519,lr:0.04975059643108507
Epoch:10,Train_loss:0.023875038557052614,Val_loss:0.02391495819091797,Acc:0.09319999814033508,lr:0.04969221467070814
Epoch:11,Train_loss:0.023667464714050294,Val_loss:0.024467411136627197,Acc:0.09119999408721924,lr:0.049627740599206265
Epoch:12,Train_loss:0.02349089072227478,Val_loss:0.02384436206817627,Acc:0.09009999781847,lr:0.04955719012459185
Epoch:13,Train_loss:0.023356080932617186,Val_loss:0.02411074995994568,Acc:0.08150000125169754,lr:0.04948058065413883
Epoch:14,Train_loss:0.023162575840950012,Val_loss:0.023212816667556764,Acc:0.10599999874830246,lr:0.049397931090087714
Epoch:15,Train_loss:0.022976551060676576,Val_loss:0.024827169156074524,Acc:0.08449999988079071,lr:0.049309261824981715
Epoch:16,Train_loss:0.022823386545181273,Val_loss:0.023087041401863097,Acc:0.1070999950170517,lr:0.04921459473663521
Epoch:17,Train_loss:0.022523703255653383,Val_loss:0.023767387175559998,Acc:0.10830000042915344,lr:0.049113953182735724
Epoch:18,Train_loss:0.022201973423957824,Val_loss:0.02344821355342865,Acc:0.11719999462366104,lr:0.04900736199508074
Epoch:19,Train_loss:0.02182154381275177,Val_loss:0.021604292392730713,Acc:0.14669999480247498,lr:0.04889484747345085
Epoch:20,Train_loss:0.021500140914916994,Val_loss:0.02221796853542328,Acc:0.12759999930858612,lr:0.04877643737912069
Epoch:21,Train_loss:0.021045195808410643,Val_loss:0.02233389856815338,Acc:0.14559999108314514,lr:0.04865216092800922
Epoch:22,Train_loss:0.020831920356750487,Val_loss:0.024725094866752624,Acc:0.11169999837875366,lr:0.04852204878347116
Epoch:23,Train_loss:0.020407545619010925,Val_loss:0.02148017416000366,Acc:0.1509999930858612,lr:0.048386133048731274
Epoch:24,Train_loss:0.02016977656364441,Val_loss:0.021393673515319823,Acc:0.16110000014305115,lr:0.04824444725896334
Epoch:25,Train_loss:0.019781442489624025,Val_loss:0.019958032250404358,Acc:0.19409999251365662,lr:0.04809702637301591
Epoch:26,Train_loss:0.019431186923980714,Val_loss:0.020812063431739806,Acc:0.18639999628067017,lr:0.04794390676478668
Epoch:27,Train_loss:0.019133908104896544,Val_loss:0.02061225860118866,Acc:0.19449999928474426,lr:0.047785126214247804
Epoch:28,Train_loss:0.01878799780845642,Val_loss:0.02095192623138428,Acc:0.17559999227523804,lr:0.047620723898124245
Epoch:29,Train_loss:0.018631798667907713,Val_loss:0.019485512590408326,Acc:0.2224999964237213,lr:0.0474507403802275
Epoch:30,Train_loss:0.018432080931663514,Val_loss:0.01859219343662262,Acc:0.23929999768733978,lr:0.047275217601447095
Epoch:31,Train_loss:0.018150773267745973,Val_loss:0.019404911828041077,Acc:0.21649999916553497,lr:0.04709419886940229
Epoch:32,Train_loss:0.017872377953529358,Val_loss:0.01940619716644287,Acc:0.21699999272823334,lr:0.046907728847756555
Epoch:33,Train_loss:0.0175594913816452,Val_loss:0.018992941427230833,Acc:0.25040000677108765,lr:0.046715853545197555
Epoch:34,Train_loss:0.017160222959518433,Val_loss:0.02295362823009491,Acc:0.17669999599456787,lr:0.04651862030408508
Epoch:35,Train_loss:0.01688773651599884,Val_loss:0.018287948322296143,Acc:0.25609999895095825,lr:0.04631607778877012
Epoch:36,Train_loss:0.016778043570518493,Val_loss:0.017594065308570862,Acc:0.2809000015258789,lr:0.04610827597358762
Epoch:37,Train_loss:0.016585325059890747,Val_loss:0.016040691447257997,Acc:0.3229999840259552,lr:0.045895266130526066
Epoch:38,Train_loss:0.016424767608642577,Val_loss:0.016745734000205993,Acc:0.30550000071525574,lr:0.045677100816576895
Epoch:39,Train_loss:0.016126845536231994,Val_loss:0.01748184859752655,Acc:0.2870999872684479,lr:0.04545383386076686
Epoch:40,Train_loss:0.015984801630973815,Val_loss:0.015938046431541442,Acc:0.33889999985694885,lr:0.045225520350876486
Epoch:41,Train_loss:0.015811896042823792,Val_loss:0.017455935621261597,Acc:0.3003000020980835,lr:0.044992216619848015
Epoch:42,Train_loss:0.015614533281326294,Val_loss:0.016615702772140504,Acc:0.3130999803543091,lr:0.04475398023188606
Epoch:43,Train_loss:0.015456938157081605,Val_loss:0.017988246154785156,Acc:0.2874999940395355,lr:0.04451086996825457
Epoch:44,Train_loss:0.01530486717224121,Val_loss:0.017406110954284668,Acc:0.31459999084472656,lr:0.04426294581277334
Epoch:45,Train_loss:0.01518936023235321,Val_loss:0.016569985699653626,Acc:0.3296000063419342,lr:0.044010268937017975
Epoch:46,Train_loss:0.01499994437456131,Val_loss:0.01537072365283966,Acc:0.361299991607666,lr:0.04375290168522668
Epoch:47,Train_loss:0.014836002016067504,Val_loss:0.015015075159072876,Acc:0.3756999969482422,lr:0.04349090755891775
Epoch:48,Train_loss:0.014695386834144591,Val_loss:0.015476688027381898,Acc:0.36409997940063477,lr:0.043224351201221575
Epoch:49,Train_loss:0.014521104905605316,Val_loss:0.01528686294555664,Acc:0.36800000071525574,lr:0.042953298380930836
Epoch:50,Train_loss:0.01449362167596817,Val_loss:0.015269318532943726,Acc:0.3682999908924103,lr:0.04267781597627309
Epoch:51,Train_loss:0.014324520943164826,Val_loss:0.015037794756889343,Acc:0.37199997901916504,lr:0.04239797195840955
Epoch:52,Train_loss:0.014077140696048736,Val_loss:0.014226667487621308,Acc:0.4047999978065491,lr:0.042113835374664246
Epoch:53,Train_loss:0.013997360124588012,Val_loss:0.014606873691082,Acc:0.3928000032901764,lr:0.04182547633148757
Epoch:54,Train_loss:0.013814750497341157,Val_loss:0.016749680352211,Acc:0.36069998145103455,lr:0.04153296597715862
Epoch:55,Train_loss:0.013759494988918304,Val_loss:0.014231069660186767,Acc:0.40149998664855957,lr:0.04123637648423042
Epoch:56,Train_loss:0.013620081727504731,Val_loss:0.014173832511901855,Acc:0.4104999899864197,lr:0.04093578103172236
Epoch:57,Train_loss:0.013541589319705963,Val_loss:0.013435283362865449,Acc:0.4310999810695648,lr:0.040631253787064454
Epoch:58,Train_loss:0.01339512043952942,Val_loss:0.014332579290866851,Acc:0.4097999930381775,lr:0.040322869887797576
Epoch:59,Train_loss:0.01330707248210907,Val_loss:0.015694064712524415,Acc:0.3667999804019928,lr:0.04001070542303443
Epoch:60,Train_loss:0.013160405232906342,Val_loss:0.014630242145061492,Acc:0.39069998264312744,lr:0.03969483741468567
Epoch:61,Train_loss:0.013151877875328065,Val_loss:0.01349970965385437,Acc:0.4397999942302704,lr:0.039375343798455927
Epoch:62,Train_loss:0.013028196561336518,Val_loss:0.01428618061542511,Acc:0.42409998178482056,lr:0.039052303404614325
Epoch:63,Train_loss:0.012968050763607025,Val_loss:0.014077210855484008,Acc:0.421099990606308,lr:0.03872579593854428
Epoch:64,Train_loss:0.012785426375865936,Val_loss:0.014562148475646972,Acc:0.4139999747276306,lr:0.0383959019610774
Epoch:65,Train_loss:0.012810603559017182,Val_loss:0.013034275555610656,Acc:0.448199987411499,lr:0.03806270286861634
Epoch:66,Train_loss:0.012657822251319886,Val_loss:0.012620560681819916,Acc:0.4682999849319458,lr:0.03772628087305139
Epoch:67,Train_loss:0.01257398972272873,Val_loss:0.012292770063877106,Acc:0.4834999740123749,lr:0.037386718981475955
Epoch:68,Train_loss:0.01246621829509735,Val_loss:0.01326953319311142,Acc:0.44339999556541443,lr:0.03704410097570581
Epoch:69,Train_loss:0.012366805644035339,Val_loss:0.014441197657585144,Acc:0.42339998483657837,lr:0.03669851139160719
Epoch:70,Train_loss:0.012277434437274934,Val_loss:0.013325159537792206,Acc:0.45419999957084656,lr:0.03635003549823878
Epoch:71,Train_loss:0.01227941598892212,Val_loss:0.013501724755764008,Acc:0.45170000195503235,lr:0.035998759276812925
Epoch:72,Train_loss:0.012149857678413391,Val_loss:0.01185298628807068,Acc:0.5011999607086182,lr:0.03564476939948102
Epoch:73,Train_loss:0.012110905907154083,Val_loss:0.01268422690629959,Acc:0.46709999442100525,lr:0.035288153207948404
Epoch:74,Train_loss:0.011877157618999481,Val_loss:0.013557269871234894,Acc:0.44929999113082886,lr:0.03492899869192418
Epoch:75,Train_loss:0.011905580461025238,Val_loss:0.011951571476459503,Acc:0.4921000003814697,lr:0.03456739446741105
Epoch:76,Train_loss:0.011830707523822785,Val_loss:0.013742430984973908,Acc:0.4529999792575836,lr:0.03420342975484059
Epoch:77,Train_loss:0.01165821771144867,Val_loss:0.012770673429965972,Acc:0.48479998111724854,lr:0.03383719435705952
Epoch:78,Train_loss:0.011673153033256532,Val_loss:0.012248942708969117,Acc:0.49079999327659607,lr:0.03346877863717215
Epoch:79,Train_loss:0.011597828130722045,Val_loss:0.014093790185451507,Acc:0.4449999928474426,lr:0.033098273496244626
Epoch:80,Train_loss:0.011490503392219544,Val_loss:0.01267398715019226,Acc:0.47599998116493225,lr:0.03272577035087649
Epoch:81,Train_loss:0.011530386571884155,Val_loss:0.01276682950258255,Acc:0.48019999265670776,lr:0.032351361110644974
Epoch:82,Train_loss:0.011384447243213653,Val_loss:0.011834201169013977,Acc:0.5019999742507935,lr:0.031975138155427706
Epoch:83,Train_loss:0.01126607816696167,Val_loss:0.012669323420524597,Acc:0.4893999993801117,lr:0.03159719431260933
Epoch:84,Train_loss:0.011213830480575561,Val_loss:0.014009228098392487,Acc:0.4504999816417694,lr:0.031217622834177776
Epoch:85,Train_loss:0.011160077385902405,Val_loss:0.011393646812438965,Acc:0.5174999833106995,lr:0.030836517373715705
Epoch:86,Train_loss:0.011044015564918517,Val_loss:0.01107611632347107,Acc:0.536799967288971,lr:0.030453971963292865
Epoch:87,Train_loss:0.011047097680568696,Val_loss:0.012096146154403686,Acc:0.5113999843597412,lr:0.030070080990265133
Epoch:88,Train_loss:0.010828167510032655,Val_loss:0.011964210271835328,Acc:0.5056999921798706,lr:0.029684939173985823
Epoch:89,Train_loss:0.010927885406017303,Val_loss:0.01134505752325058,Acc:0.5203999876976013,lr:0.02929864154243509
Epoch:90,Train_loss:0.010731497588157654,Val_loss:0.011697679197788238,Acc:0.51419997215271,lr:0.028911283408773247
Epoch:91,Train_loss:0.010624461283683776,Val_loss:0.010811394727230072,Acc:0.5429999828338623,lr:0.028522960347823596
Epoch:92,Train_loss:0.010563649618625642,Val_loss:0.010955068218708038,Acc:0.5365999937057495,lr:0.028133768172490824
Epoch:93,Train_loss:0.010516181528568268,Val_loss:0.013139218509197236,Acc:0.46889999508857727,lr:0.027743802910120584
Epoch:94,Train_loss:0.010398178601264954,Val_loss:0.011302520251274109,Acc:0.5313000082969666,lr:0.027353160778806195
Epoch:95,Train_loss:0.010419993517398835,Val_loss:0.013368176007270813,Acc:0.4772999882698059,lr:0.026961938163648256
Epoch:96,Train_loss:0.010383787109851838,Val_loss:0.01263314460515976,Acc:0.49889999628067017,lr:0.026570231592973066
Epoch:97,Train_loss:0.010254268686771394,Val_loss:0.01139336280822754,Acc:0.5349999666213989,lr:0.026178137714515704
Epoch:98,Train_loss:0.010149042925834656,Val_loss:0.010909539830684661,Acc:0.5489000082015991,lr:0.02578575327157366
Epoch:99,Train_loss:0.01012402199268341,Val_loss:0.011104069042205811,Acc:0.5424999594688416,lr:0.025393175079136854
Epoch:100,Train_loss:0.00997769884109497,Val_loss:0.011482022452354431,Acc:0.5285999774932861,lr:0.02500049999999999
Epoch:101,Train_loss:0.009946961488723755,Val_loss:0.011451728451251983,Acc:0.5457000136375427,lr:0.024607824920863136
Epoch:102,Train_loss:0.009867567462921143,Val_loss:0.01124822063446045,Acc:0.5382999777793884,lr:0.024215246728426326
Epoch:103,Train_loss:0.009766806254386902,Val_loss:0.011154868376255036,Acc:0.5422999858856201,lr:0.023822862285484282
Epoch:104,Train_loss:0.009678343932628631,Val_loss:0.01094434381723404,Acc:0.5500999689102173,lr:0.023430768407026924
Epoch:105,Train_loss:0.00965772447347641,Val_loss:0.010789970445632934,Acc:0.5573999881744385,lr:0.023039061836351737
Epoch:106,Train_loss:0.00954697190284729,Val_loss:0.010986407887935638,Acc:0.5460000038146973,lr:0.022647839221193795
Epoch:107,Train_loss:0.009465195322036744,Val_loss:0.010718813347816467,Acc:0.561199963092804,lr:0.02225719708987941
Epoch:108,Train_loss:0.009400358238220215,Val_loss:0.010938763892650603,Acc:0.5551999807357788,lr:0.021867231827509173
Epoch:109,Train_loss:0.009282428379058839,Val_loss:0.010476641988754273,Acc:0.5597999691963196,lr:0.021478039652176404
Epoch:110,Train_loss:0.009242670211791992,Val_loss:0.010955351173877716,Acc:0.5519999861717224,lr:0.021089716591226746
Epoch:111,Train_loss:0.009157594435214996,Val_loss:0.010602837467193604,Acc:0.5661999583244324,lr:0.020702358457564896
Epoch:112,Train_loss:0.009079712371826172,Val_loss:0.010381394124031067,Acc:0.5686999559402466,lr:0.020316060826014178
Epoch:113,Train_loss:0.008934075317382812,Val_loss:0.010235548782348633,Acc:0.579800009727478,lr:0.019930919009734867
Epoch:114,Train_loss:0.00894089959859848,Val_loss:0.010289699709415435,Acc:0.5773000121116638,lr:0.019547028036707142
Epoch:115,Train_loss:0.008849505381584168,Val_loss:0.010506950736045838,Acc:0.5701999664306641,lr:0.01916448262628429
